SUB_CLASS,CATEGORY,MAIN_CLASS,KMD,ROW_COUNT,GENERAL_ABBREVIATION,ASSOCIATED_LIPID_MAPS_EXAMPLES
Short fatty esters [FA0710],Fatty Acyls [FA],Fatty esters [FA07],0.9312,7,SFE X:0;O,"['SFE 5:0;O', 'SFE 8:0;O', 'SFE 7:0;O', 'SFE 8:0;O', 'SFE 11:0;O', 'SFE 7:0;O', 'SFE 21:0;O']"
Short fatty esters [FA0710],Fatty Acyls [FA],Fatty esters [FA07],0.8948,2,SFE X:1;O2,"['SFE 11:1;O2', 'SFE 9:1;O2']"
Sulfoglycosphingolipids (sulfatides) [SP0602],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.6513,5,SHexCer X:1;O2,"['SHexCer 36:1;O2', 'SHexCer 34:1;O2', 'SHexCer 40:1;O2', 'SHexCer 38:1;O2', 'SHexCer 42:1;O2']"
Sulfoglycosphingolipids (sulfatides) [SP0602],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.6284,5,SHexCer X:1;O3,"['SHexCer 34:1;O3', 'SHexCer 36:1;O3', 'SHexCer 38:1;O3', 'SHexCer 40:1;O3', 'SHexCer 42:1;O3']"
Diacylglycerophosphomonoradylglycerols [GP0409],Glycerophospholipids [GP],Glycerophosphoglycerols [GP04],0.6667,1,SLBPA X:0,['SLBPA 42:0']
Ceramide phosphocholines (sphingomyelins) [SP0301],Sphingolipids [SP],Phosphosphingolipids [SP03],0.7965,23,SM X:0;O2,"['SM 34:0;O2', 'SM 36:0;O2', 'SM 38:0;O2', 'SM 40:0;O2', 'SM 42:0;O2', 'SM 44:0;O2', 'SM 32:0;O2', 'SM 31:0;O2', 'SM 35:0;O2', 'SM 36:0;O2', 'SM 36:0;O2', 'SM 38:0;O2', 'SM 30:0;O2', 'SM 44:0;O2', 'SM 33:0;O2', 'SM 30:0;O2', 'SM 32:0;O2', 'SM 34:0;O2', 'SM 41:0;O2', 'SM 41:0;O2', 'SM 39:0;O2', 'SM 39:0;O2', 'SM 40:0;O2']"
Ceramide phosphocholines (sphingomyelins) [SP0301],Sphingolipids [SP],Phosphosphingolipids [SP03],0.7601,1,SM X:1;O3,['SM 34:1;O3']
Sphinganines [SP0102],Sphingolipids [SP],Sphingoid bases [SP01],0.9616,3,SPB X:0;O2,"['SPB 18:0;O2', 'SPB 17:0;O2', 'SPB 19:0;O2']"
Sphingoid base analogs [SP0108],Sphingolipids [SP],Sphingoid bases [SP01],0.9616,4,SPB X:0;O2,['SPB 15:0;O2']
Sphingoid base homologs and variants [SP0104],Sphingolipids [SP],Sphingoid bases [SP01],0.9616,4,SPB X:0;O2,"['SPB 16:0;O2', 'SPB 17:0;O2', 'SPB 20:0;O2', 'SPB 21:0;O2']"
4-Hydroxysphinganines (Phytosphingosines) [SP0103],Sphingolipids [SP],Sphingoid bases [SP01],0.9387,4,SPB X:0;O3,"['SPB 18:0;O3', 'SPB 17:0;O3', 'SPB 19:0;O3', 'SPB 17:0;O3']"
N-methylated sphingoid bases [SP0107],Sphingolipids [SP],Sphingoid bases [SP01],0.9482,1,SPB X:1;O2,['SPB 20:1;O2']
Sphing-4-enines (Sphingosines) [SP0101],Sphingolipids [SP],Sphingoid bases [SP01],0.9482,2,SPB X:1;O2,"['SPB 18:1;O2', 'SPB 19:1;O2']"
Sphingoid base analogs [SP0108],Sphingolipids [SP],Sphingoid bases [SP01],0.9253,5,SPB X:1;O3,"['SPB 18:1;O3', 'SPB 18:1;O3']"
Sphingoid base 1-phosphates [SP0105],Sphingolipids [SP],Sphingoid bases [SP01],0.8387,3,SPBP X:0;O2,"['SPBP 18:0;O2', 'SPBP 16:0;O2', 'SPBP 17:0;O2']"
Sphingoid base 1-phosphates [SP0105],Sphingolipids [SP],Sphingoid bases [SP01],0.8157,1,SPBP X:0;O3,['SPBP 18:0;O3']
Glycosyldiacylglycerols [GL0501],Glycerolipids [GL],Glycosyldiradylglycerols [GL05],0.6342,5,SQDG X:0,"['SQDG 32:0', 'SQDG 30:0', 'SQDG 36:0', 'SQDG 28:0', 'SQDG 30:0']"
Glycosylmonoalkylglycerols [GL0402],Glycerolipids [GL],Glycosylmonoradylglycerols [GL04],0.7069,1,SQMG O-X:0,['SQMG O-16:0']
Glycosylmonoacylglycerols [GL0401],Glycerolipids [GL],Glycosylmonoradylglycerols [GL04],0.6706,2,SQMG X:0,"['SQMG 18:0', 'SQMG 16:0']"
C19 steroids (androgens) and derivatives [ST0202],Sterol Lipids [ST],Steroids [ST02],0.9598,1,ST X:0,['ST 19:0']
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.9598,2,ST X:0,"['ST 27:0', 'ST 30:0']"
Stigmasterols and C24-ethyl derivatives [ST0104],Sterol Lipids [ST],Sterols [ST01],0.9598,6,ST X:0,"['ST 29:0', 'ST 29:0', 'ST 29:0', 'ST 29:0', 'ST 29:0', 'ST 29:0']"
C19 steroids (androgens) and derivatives [ST0202],Sterol Lipids [ST],Steroids [ST02],0.9369,1,ST X:0;O,['ST 19:0;O']
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.9369,1,ST X:0;O,['ST 21:0;O']
"C27 bile acids, alcohols, and derivatives [ST0403]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.9369,1,ST X:0;O,['ST 27:0;O']
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.9369,6,ST X:0;O,"['ST 27:0;O', 'ST 27:0;O', 'ST 27:0;O', 'ST 28:0;O', 'ST 28:0;O', 'ST 26:0;O']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.9369,7,ST X:0;O,"['ST 28:0;O', 'ST 28:0;O', 'ST 29:0;O', 'ST 29:0;O', 'ST 29:0;O', 'ST 30:0;O', 'ST 29:0;O']"
Stigmasterols and C24-ethyl derivatives [ST0104],Sterol Lipids [ST],Sterols [ST01],0.9369,6,ST X:0;O,"['ST 29:0;O', 'ST 30:0;O', 'ST 30:0;O', 'ST 30:0;O', 'ST 29:0;O', 'ST 29:0;O']"
Stigmasterols and C24-ethyl derivatives [ST0104],Sterol Lipids [ST],Sterols [ST01],0.8087,1,ST X:0;O;Hex,['ST 29:0;O;Hex']
C18 steroids (estrogens) and derivatives [ST0201],Sterol Lipids [ST],Steroids [ST02],0.9139,1,ST X:0;O2,['ST 18:0;O2']
C19 steroids (androgens) and derivatives [ST0202],Sterol Lipids [ST],Steroids [ST02],0.9139,8,ST X:0;O2,"['ST 19:0;O2', 'ST 19:0;O2', 'ST 19:0;O2', 'ST 19:0;O2', 'ST 19:0;O2', 'ST 19:0;O2', 'ST 19:0;O2', 'ST 21:0;O2']"
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.9139,3,ST X:0;O2,"['ST 21:0;O2', 'ST 21:0;O2', 'ST 21:0;O2']"
"C24 bile acids, alcohols, and derivatives [ST0401]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.9139,1,ST X:0;O2,['ST 24:0;O2']
"C27 bile acids, alcohols, and derivatives [ST0403]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.9139,3,ST X:0;O2,"['ST 27:0;O2', 'ST 27:0;O2', 'ST 27:0;O2']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.9139,4,ST X:0;O2,"['ST 27:0;O2', 'ST 27:0;O2', 'ST 27:0;O2', 'ST 27:0;O2']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.9139,3,ST X:0;O2,"['ST 28:0;O2', 'ST 28:0;O2', 'ST 28:0;O2']"
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.7494,4,ST X:0;O2;GlcA,"['ST 19:0;O2;GlcA', 'ST 19:0;O2;GlcA', 'ST 21:0;O2;GlcA', 'ST 21:0;O2;GlcA']"
C19 steroids (androgens) and derivatives [ST0202],Sterol Lipids [ST],Steroids [ST02],0.891,2,ST X:0;O3,"['ST 19:0;O3', 'ST 19:0;O3']"
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.891,1,ST X:0;O3,['ST 21:0;O3']
"C23 bile acids, alcohols, and derivatives [ST0406]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.891,5,ST X:0;O3,"['ST 23:0;O3', 'ST 23:0;O3', 'ST 23:0;O3', 'ST 23:0;O3', 'ST 23:0;O3']"
"C24 bile acids, alcohols, and derivatives [ST0401]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.891,5,ST X:0;O3,"['ST 24:0;O3', 'ST 24:0;O3', 'ST 24:0;O3', 'ST 24:0;O3', 'ST 24:0;O3']"
"C27 bile acids, alcohols, and derivatives [ST0403]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.891,10,ST X:0;O3,"['ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.891,4,ST X:0;O3,"['ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3', 'ST 27:0;O3']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.891,2,ST X:0;O3,"['ST 28:0;O3', 'ST 28:0;O3']"
Stigmasterols and C24-ethyl derivatives [ST0104],Sterol Lipids [ST],Sterols [ST01],0.891,1,ST X:0;O3,['ST 29:0;O3']
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.7265,1,ST X:0;O3;GlcA,['ST 19:0;O3;GlcA']
"C23 bile acids, alcohols, and derivatives [ST0406]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.868,4,ST X:0;O4,"['ST 23:0;O4', 'ST 23:0;O4', 'ST 23:0;O4', 'ST 23:0;O4']"
"C24 bile acids, alcohols, and derivatives [ST0401]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.868,3,ST X:0;O4,"['ST 24:0;O4', 'ST 24:0;O4', 'ST 24:0;O4']"
"C27 bile acids, alcohols, and derivatives [ST0403]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.868,20,ST X:0;O4,"['ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.868,4,ST X:0;O4,"['ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4', 'ST 27:0;O4']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.868,2,ST X:0;O4,"['ST 28:0;O4', 'ST 28:0;O4']"
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.7036,1,ST X:0;O4;GlcA,['ST 27:0;O4;GlcA']
Sulfates [ST0502],Sterol Lipids [ST],Steroid conjugates [ST05],0.7356,2,ST X:0;O4;S,"['ST 24:0;O4;S', 'ST 27:0;O4;S']"
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.8451,4,ST X:0;O5,"['ST 21:0;O5', 'ST 21:0;O5', 'ST 21:0;O5', 'ST 21:0;O5']"
"C23 bile acids, alcohols, and derivatives [ST0406]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8451,1,ST X:0;O5,['ST 23:0;O5']
"C27 bile acids, alcohols, and derivatives [ST0403]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8451,19,ST X:0;O5,"['ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.8451,6,ST X:0;O5,"['ST 26:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5', 'ST 27:0;O5']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.8451,1,ST X:0;O5,['ST 28:0;O5']
Sulfates [ST0502],Sterol Lipids [ST],Steroid conjugates [ST05],0.7126,1,ST X:0;O5;S,['ST 27:0;O5;S']
"C26 bile acids, alcohols, and derivatives [ST0402]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8221,1,ST X:0;O6,['ST 26:0;O6']
"C27 bile acids, alcohols, and derivatives [ST0403]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8221,6,ST X:0;O6,"['ST 27:0;O6', 'ST 27:0;O6', 'ST 27:0;O6', 'ST 27:0;O6', 'ST 27:0;O6', 'ST 27:0;O6']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.8221,3,ST X:0;O6,"['ST 27:0;O6', 'ST 27:0;O6', 'ST 27:0;O6']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.8221,1,ST X:0;O6,['ST 28:0;O6']
Sulfates [ST0502],Sterol Lipids [ST],Steroid conjugates [ST05],0.6897,4,ST X:0;O6;S,"['ST 27:0;O6;S', 'ST 27:0;O6;S', 'ST 27:0;O6;S', 'ST 27:0;O6;S']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.7992,2,ST X:0;O7,"['ST 27:0;O7', 'ST 27:0;O7']"
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.7762,2,ST X:0;O8,"['ST 27:0;O8', 'ST 27:0;O8']"
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.7533,1,ST X:0;O9,['ST 27:0;O9']
C24-propyl sterols and derivatives [ST0105],Sterol Lipids [ST],Sterols [ST01],0.9235,2,ST X:1;O,"['ST 30:1;O', 'ST 30:1;O']"
Calysterols and cyclopropyl sidechain derivatives [ST0111],Sterol Lipids [ST],Sterols [ST01],0.9235,2,ST X:1;O,"['ST 29:1;O', 'ST 29:1;O']"
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.9235,2,ST X:1;O,"['ST 30:1;O', 'ST 30:1;O']"
Gorgosterols and derivatives [ST0106],Sterol Lipids [ST],Sterols [ST01],0.9235,3,ST X:1;O,"['ST 30:1;O', 'ST 30:1;O', 'ST 30:1;O']"
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.759,1,ST X:1;O;GlcA,['ST 27:1;O;GlcA']
Other Steroid conjugates [ST0505],Sterol Lipids [ST],Steroid conjugates [ST05],0.7953,1,ST X:1;O;Hex,['ST 27:1;O;Hex']
Sulfates [ST0502],Sterol Lipids [ST],Steroid conjugates [ST05],0.791,1,ST X:1;O;S,['ST 27:1;O;S']
"C23 bile acids, alcohols, and derivatives [ST0406]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.9005,4,ST X:1;O2,"['ST 23:1;O2', 'ST 23:1;O2', 'ST 23:1;O2', 'ST 23:1;O2']"
Stigmasterols and C24-ethyl derivatives [ST0104],Sterol Lipids [ST],Sterols [ST01],0.9005,4,ST X:1;O2,"['ST 30:1;O2', 'ST 29:1;O2', 'ST 29:1;O2', 'ST 29:1;O2']"
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.5716,1,ST X:1;O2;2GlcA,['ST 19:1;O2;2GlcA']
Sulfates [ST0502],Sterol Lipids [ST],Steroid conjugates [ST05],0.768,6,ST X:1;O2;S,"['ST 19:1;O2;S', 'ST 27:1;O2;S', 'ST 19:1;O2;S', 'ST 19:1;O2;S', 'ST 27:1;O2;S', 'ST 27:1;O2;S']"
"C22 bile acids, alcohols, and derivatives [ST0405]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8776,1,ST X:1;O3,['ST 22:1;O3']
"C25 bile acids, alcohols, and derivatives [ST0407]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8776,1,ST X:1;O3,['ST 25:1;O3']
"C26 bile acids, alcohols, and derivatives [ST0402]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8776,1,ST X:1;O3,['ST 26:1;O3']
Gorgosterols and derivatives [ST0106],Sterol Lipids [ST],Sterols [ST01],0.8776,1,ST X:1;O3,['ST 28:1;O3']
Glycine conjugates [ST0503],Sterol Lipids [ST],Steroid conjugates [ST05],0.8354,1,ST X:1;O3;G,['ST 24:1;O3;G']
Sulfates [ST0502],Sterol Lipids [ST],Steroid conjugates [ST05],0.7451,1,ST X:1;O3;S,['ST 24:1;O3;S']
Taurine conjugates [ST0504],Sterol Lipids [ST],Steroid conjugates [ST05],0.7622,1,ST X:1;O3;T,['ST 24:1;O3;T']
C19 steroids (androgens) and derivatives [ST0202],Sterol Lipids [ST],Steroids [ST02],0.8546,1,ST X:1;O4,['ST 19:1;O4']
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.8546,6,ST X:1;O4,"['ST 21:1;O4', 'ST 21:1;O4', 'ST 21:1;O4', 'ST 21:1;O4', 'ST 21:1;O4', 'ST 21:1;O4']"
"C22 bile acids, alcohols, and derivatives [ST0405]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8546,5,ST X:1;O4,"['ST 22:1;O4', 'ST 22:1;O4', 'ST 22:1;O4', 'ST 22:1;O4', 'ST 22:1;O4']"
"C25 bile acids, alcohols, and derivatives [ST0407]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8546,5,ST X:1;O4,"['ST 25:1;O4', 'ST 25:1;O4', 'ST 25:1;O4', 'ST 25:1;O4', 'ST 25:1;O4']"
"C26 bile acids, alcohols, and derivatives [ST0402]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8546,6,ST X:1;O4,"['ST 26:1;O4', 'ST 26:1;O4', 'ST 26:1;O4', 'ST 26:1;O4', 'ST 26:1;O4', 'ST 26:1;O4']"
Calysterols and cyclopropyl sidechain derivatives [ST0111],Sterol Lipids [ST],Sterols [ST01],0.8546,1,ST X:1;O4,['ST 31:1;O4']
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.8546,1,ST X:1;O4,['ST 30:1;O4']
Gorgosterols and derivatives [ST0106],Sterol Lipids [ST],Sterols [ST01],0.8546,2,ST X:1;O4,"['ST 30:1;O4', 'ST 30:1;O4']"
Steryl esters [ST0102],Sterol Lipids [ST],Sterols [ST01],0.8183,1,ST X:1;O4,['ST 28:1;O4']
Glycine conjugates [ST0503],Sterol Lipids [ST],Steroid conjugates [ST05],0.8124,4,ST X:1;O4;G,"['ST 24:1;O4;G', 'ST 24:1;O4;G', 'ST 24:1;O4;G', 'ST 24:1;O4;G']"
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.7265,1,ST X:1;O4;Hex,['ST 27:1;O4;Hex']
"C24 bile acids, alcohols, and derivatives [ST0401]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.7222,1,ST X:1;O4;S,['ST 24:1;O4;S']
Taurine conjugates [ST0504],Sterol Lipids [ST],Steroid conjugates [ST05],0.7392,6,ST X:1;O4;T,"['ST 24:1;O4;T', 'ST 27:1;O4;T', 'ST 24:1;O4;T', 'ST 24:1;O4;T', 'ST 24:1;O4;T']"
Brassinolides and derivatives [ST0114],Sterol Lipids [ST],Sterols [ST01],0.8317,1,ST X:1;O5,['ST 28:1;O5']
C19 steroids (androgens) and derivatives [ST0202],Sterol Lipids [ST],Steroids [ST02],0.8317,1,ST X:1;O5,['ST 19:1;O5']
"C22 bile acids, alcohols, and derivatives [ST0405]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8317,6,ST X:1;O5,"['ST 22:1;O5', 'ST 22:1;O5', 'ST 22:1;O5', 'ST 22:1;O5', 'ST 22:1;O5', 'ST 22:1;O5']"
"C24 bile acids, alcohols, and derivatives [ST0401]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8317,76,ST X:1;O5,"['ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5', 'ST 24:1;O5']"
"C25 bile acids, alcohols, and derivatives [ST0407]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8317,7,ST X:1;O5,"['ST 25:1;O5', 'ST 25:1;O5', 'ST 25:1;O5', 'ST 25:1;O5', 'ST 25:1;O5', 'ST 25:1;O5', 'ST 25:1;O5']"
"C26 bile acids, alcohols, and derivatives [ST0402]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8317,6,ST X:1;O5,"['ST 26:1;O5', 'ST 26:1;O5', 'ST 26:1;O5', 'ST 26:1;O5', 'ST 26:1;O5', 'ST 26:1;O5']"
"C28 bile acids, alcohols, and derivatives [ST0404]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8317,1,ST X:1;O5,['ST 28:1;O5']
Glycine conjugates [ST0503],Sterol Lipids [ST],Steroid conjugates [ST05],0.7895,4,ST X:1;O5;G,"['ST 24:1;O5;G', 'ST 24:1;O5;G', 'ST 24:1;O5;G', 'ST 24:1;O5;G']"
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.6672,1,ST X:1;O5;GlcA,['ST 24:1;O5;GlcA']
Cholesterol and derivatives [ST0101],Sterol Lipids [ST],Sterols [ST01],0.7036,2,ST X:1;O5;Hex,"['ST 27:1;O5;Hex', 'ST 27:1;O5;Hex']"
Taurine conjugates [ST0504],Sterol Lipids [ST],Steroid conjugates [ST05],0.7163,11,ST X:1;O5;T,"['ST 24:1;O5;T', 'ST 24:1;O5;T', 'ST 27:1;O5;T', 'ST 27:1;O5;T', 'ST 24:1;O5;T', 'ST 24:1;O5;T', 'ST 24:1;O5;T', 'ST 24:1;O5;T', 'ST 24:1;O5;T', 'ST 24:1;O5;T']"
Brassinolides and derivatives [ST0114],Sterol Lipids [ST],Sterols [ST01],0.8087,2,ST X:1;O6,"['ST 28:1;O6', 'ST 28:1;O6']"
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.8087,2,ST X:1;O6,"['ST 21:1;O6', 'ST 21:1;O6']"
"C24 bile acids, alcohols, and derivatives [ST0401]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8087,21,ST X:1;O6,"['ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6', 'ST 24:1;O6']"
"C28 bile acids, alcohols, and derivatives [ST0404]",Sterol Lipids [ST],Bile acids and derivatives [ST04],0.8087,1,ST X:1;O6,['ST 28:1;O6']
"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",Sterol Lipids [ST],Steroids [ST02],0.6538,5,ST X:2_O7,['ST 33:2_O7']
Calysterols and cyclopropyl sidechain derivatives [ST0111],Sterol Lipids [ST],Sterols [ST01],0.8871,1,ST X:2;O2,['ST 29:2;O2']
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.8871,4,ST X:2;O2,"['ST 30:2;O2', 'ST 31:2;O2', 'ST 30:2;O2', 'ST 30:2;O2']"
Gorgosterols and derivatives [ST0106],Sterol Lipids [ST],Sterols [ST01],0.8871,2,ST X:2;O2,"['ST 31:2;O2', 'ST 30:2;O2']"
Calysterols and cyclopropyl sidechain derivatives [ST0111],Sterol Lipids [ST],Sterols [ST01],0.8642,1,ST X:2;O3,['ST 29:2;O3']
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.8642,4,ST X:2;O3,"['ST 31:2;O3', 'ST 30:2;O3', 'ST 30:2;O3', 'ST 30:2;O3']"
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.8642,2,ST X:2;O3,"['ST 26:2;O3', 'ST 28:2;O3']"
Spirostanols and derivatives [ST0108],Sterol Lipids [ST],Sterols [ST01],0.8642,4,ST X:2;O3,"['ST 27:2;O3', 'ST 27:2;O3', 'ST 27:2;O3', 'ST 27:2;O3']"
Spirostanols and derivatives [ST0108],Sterol Lipids [ST],Sterols [ST01],0.8412,11,ST X:2;O4,"['ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 27:2;O4', 'ST 28:1;O4']"
Stigmasterols and C24-ethyl derivatives [ST0104],Sterol Lipids [ST],Sterols [ST01],0.8412,3,ST X:2;O4,"['ST 29:2;O4', 'ST 30:2;O4', 'ST 30:2;O4']"
